questionId,frontendQuestionId,title,titleSlug,difficulty,acRate,isPaidOnly,topics,hasSolution,hasVideoSolution,url
182,182,Duplicate Emails,duplicate-emails,Easy,72.17,False,Database,True,False,https://leetcode.com/problems/duplicate-emails
183,183,Customers Who Never Order,customers-who-never-order,Easy,70.38,False,Database,True,False,https://leetcode.com/problems/customers-who-never-order
184,184,Department Highest Salary,department-highest-salary,Medium,54.05,False,Database,True,False,https://leetcode.com/problems/department-highest-salary
185,185,Department Top Three Salaries,department-top-three-salaries,Hard,57.02,False,Database,True,False,https://leetcode.com/problems/department-top-three-salaries
186,186,Reverse Words in a String II,reverse-words-in-a-string-ii,Medium,55.83,True,"Two Pointers, String",True,True,https://leetcode.com/problems/reverse-words-in-a-string-ii
187,187,Repeated DNA Sequences,repeated-dna-sequences,Medium,50.84,False,"Hash Table, String, Bit Manipulation, Sliding Window, Rolling Hash, Hash Function",True,False,https://leetcode.com/problems/repeated-dna-sequences
188,188,Best Time to Buy and Sell Stock IV,best-time-to-buy-and-sell-stock-iv,Hard,46.22,False,"Array, Dynamic Programming",True,False,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv
189,189,Rotate Array,rotate-array,Medium,42.57,False,"Array, Math, Two Pointers",True,False,https://leetcode.com/problems/rotate-array
190,190,Reverse Bits,reverse-bits,Easy,62.38,False,"Divide and Conquer, Bit Manipulation",True,False,https://leetcode.com/problems/reverse-bits
191,191,Number of 1 Bits,number-of-1-bits,Easy,73.93,False,"Divide and Conquer, Bit Manipulation",True,False,https://leetcode.com/problems/number-of-1-bits
192,192,Word Frequency,word-frequency,Medium,26.93,False,Shell,False,False,https://leetcode.com/problems/word-frequency
193,193,Valid Phone Numbers,valid-phone-numbers,Easy,27.05,False,Shell,False,False,https://leetcode.com/problems/valid-phone-numbers
194,194,Transpose File,transpose-file,Medium,28.04,False,Shell,False,False,https://leetcode.com/problems/transpose-file
195,195,Tenth Line,tenth-line,Easy,34.26,False,Shell,False,False,https://leetcode.com/problems/tenth-line
196,196,Delete Duplicate Emails,delete-duplicate-emails,Easy,63.93,False,Database,True,False,https://leetcode.com/problems/delete-duplicate-emails
197,197,Rising Temperature,rising-temperature,Easy,49.9,False,Database,True,False,https://leetcode.com/problems/rising-temperature
198,198,House Robber,house-robber,Medium,52.04,False,"Array, Dynamic Programming",True,False,https://leetcode.com/problems/house-robber
199,199,Binary Tree Right Side View,binary-tree-right-side-view,Medium,65.97,False,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",True,True,https://leetcode.com/problems/binary-tree-right-side-view
200,200,Number of Islands,number-of-islands,Medium,61.76,False,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix",True,True,https://leetcode.com/problems/number-of-islands
201,201,Bitwise AND of Numbers Range,bitwise-and-of-numbers-range,Medium,47.58,False,Bit Manipulation,True,False,https://leetcode.com/problems/bitwise-and-of-numbers-range
202,202,Happy Number,happy-number,Easy,57.66,False,"Hash Table, Math, Two Pointers",True,False,https://leetcode.com/problems/happy-number
203,203,Remove Linked List Elements,remove-linked-list-elements,Easy,51.31,False,"Linked List, Recursion",True,False,https://leetcode.com/problems/remove-linked-list-elements
204,204,Count Primes,count-primes,Medium,34.5,False,"Array, Math, Enumeration, Number Theory",True,False,https://leetcode.com/problems/count-primes
205,205,Isomorphic Strings,isomorphic-strings,Easy,46.49,False,"Hash Table, String",True,False,https://leetcode.com/problems/isomorphic-strings
206,206,Reverse Linked List,reverse-linked-list,Easy,78.77,False,"Linked List, Recursion",True,True,https://leetcode.com/problems/reverse-linked-list
207,207,Course Schedule,course-schedule,Medium,48.62,False,"Depth-First Search, Breadth-First Search, Graph, Topological Sort",True,False,https://leetcode.com/problems/course-schedule
208,208,Implement Trie (Prefix Tree),implement-trie-prefix-tree,Medium,67.58,False,"Hash Table, String, Design, Trie",True,False,https://leetcode.com/problems/implement-trie-prefix-tree
209,209,Minimum Size Subarray Sum,minimum-size-subarray-sum,Medium,48.88,False,"Array, Binary Search, Sliding Window, Prefix Sum",True,False,https://leetcode.com/problems/minimum-size-subarray-sum
210,210,Course Schedule II,course-schedule-ii,Medium,52.8,False,"Depth-First Search, Breadth-First Search, Graph, Topological Sort",True,True,https://leetcode.com/problems/course-schedule-ii
211,211,Design Add and Search Words Data Structure,design-add-and-search-words-data-structure,Medium,46.81,False,"String, Depth-First Search, Design, Trie",True,False,https://leetcode.com/problems/design-add-and-search-words-data-structure
212,212,Word Search II,word-search-ii,Hard,37.08,False,"Array, String, Backtracking, Trie, Matrix",True,True,https://leetcode.com/problems/word-search-ii
213,213,House Robber II,house-robber-ii,Medium,43.22,False,"Array, Dynamic Programming",True,False,https://leetcode.com/problems/house-robber-ii
214,214,Shortest Palindrome,shortest-palindrome,Hard,40.38,False,"String, Rolling Hash, String Matching, Hash Function",True,False,https://leetcode.com/problems/shortest-palindrome
215,215,Kth Largest Element in an Array,kth-largest-element-in-an-array,Medium,67.69,False,"Array, Divide and Conquer, Sorting, Heap (Priority Queue), Quickselect",True,True,https://leetcode.com/problems/kth-largest-element-in-an-array
216,216,Combination Sum III,combination-sum-iii,Medium,71.47,False,"Array, Backtracking",True,False,https://leetcode.com/problems/combination-sum-iii
217,217,Contains Duplicate,contains-duplicate,Easy,62.9,False,"Array, Hash Table, Sorting",True,False,https://leetcode.com/problems/contains-duplicate
218,218,The Skyline Problem,the-skyline-problem,Hard,43.7,False,"Array, Divide and Conquer, Binary Indexed Tree, Segment Tree, Line Sweep, Heap (Priority Queue), Ordered Set",True,False,https://leetcode.com/problems/the-skyline-problem
219,219,Contains Duplicate II,contains-duplicate-ii,Easy,48.34,False,"Array, Hash Table, Sliding Window",True,False,https://leetcode.com/problems/contains-duplicate-ii
220,220,Contains Duplicate III,contains-duplicate-iii,Hard,23.45,False,"Array, Sliding Window, Sorting, Bucket Sort, Ordered Set",True,False,https://leetcode.com/problems/contains-duplicate-iii
221,221,Maximal Square,maximal-square,Medium,48.35,False,"Array, Dynamic Programming, Matrix",True,False,https://leetcode.com/problems/maximal-square
222,222,Count Complete Tree Nodes,count-complete-tree-nodes,Easy,69.15,False,"Binary Search, Bit Manipulation, Tree, Binary Tree",True,False,https://leetcode.com/problems/count-complete-tree-nodes
223,223,Rectangle Area,rectangle-area,Medium,47.1,False,"Math, Geometry",True,False,https://leetcode.com/problems/rectangle-area
224,224,Basic Calculator,basic-calculator,Hard,45.04,False,"Math, String, Stack, Recursion",True,False,https://leetcode.com/problems/basic-calculator
225,225,Implement Stack using Queues,implement-stack-using-queues,Easy,66.68,False,"Stack, Design, Queue",True,False,https://leetcode.com/problems/implement-stack-using-queues
226,226,Invert Binary Tree,invert-binary-tree,Easy,78.69,False,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",True,True,https://leetcode.com/problems/invert-binary-tree
227,227,Basic Calculator II,basic-calculator-ii,Medium,45.37,False,"Math, String, Stack",True,False,https://leetcode.com/problems/basic-calculator-ii
228,228,Summary Ranges,summary-ranges,Easy,52.68,False,Array,True,False,https://leetcode.com/problems/summary-ranges
229,229,Majority Element II,majority-element-ii,Medium,53.82,False,"Array, Hash Table, Sorting, Counting",True,False,https://leetcode.com/problems/majority-element-ii
230,230,Kth Smallest Element in a BST,kth-smallest-element-in-a-bst,Medium,74.84,False,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",True,False,https://leetcode.com/problems/kth-smallest-element-in-a-bst
231,231,Power of Two,power-of-two,Easy,48.23,False,"Math, Bit Manipulation, Recursion",True,False,https://leetcode.com/problems/power-of-two
232,232,Implement Queue using Stacks,implement-queue-using-stacks,Easy,67.83,False,"Stack, Design, Queue",True,False,https://leetcode.com/problems/implement-queue-using-stacks
233,233,Number of Digit One,number-of-digit-one,Hard,35.63,False,"Math, Dynamic Programming, Recursion",True,False,https://leetcode.com/problems/number-of-digit-one
234,234,Palindrome Linked List,palindrome-linked-list,Easy,55.3,False,"Linked List, Two Pointers, Stack, Recursion",True,True,https://leetcode.com/problems/palindrome-linked-list
235,235,Lowest Common Ancestor of a Binary Search Tree,lowest-common-ancestor-of-a-binary-search-tree,Medium,67.61,False,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",True,False,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree
236,236,Lowest Common Ancestor of a Binary Tree,lowest-common-ancestor-of-a-binary-tree,Medium,65.9,False,"Tree, Depth-First Search, Binary Tree",True,False,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree
237,237,Delete Node in a Linked List,delete-node-in-a-linked-list,Medium,81.85,False,Linked List,True,False,https://leetcode.com/problems/delete-node-in-a-linked-list
238,238,Product of Array Except Self,product-of-array-except-self,Medium,67.45,False,"Array, Prefix Sum",True,True,https://leetcode.com/problems/product-of-array-except-self
239,239,Sliding Window Maximum,sliding-window-maximum,Hard,47.32,False,"Array, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue",True,False,https://leetcode.com/problems/sliding-window-maximum
240,240,Search a 2D Matrix II,search-a-2d-matrix-ii,Medium,54.57,False,"Array, Binary Search, Divide and Conquer, Matrix",True,True,https://leetcode.com/problems/search-a-2d-matrix-ii
241,241,Different Ways to Add Parentheses,different-ways-to-add-parentheses,Medium,72.16,False,"Math, String, Dynamic Programming, Recursion, Memoization",True,False,https://leetcode.com/problems/different-ways-to-add-parentheses
242,242,Valid Anagram,valid-anagram,Easy,66.26,False,"Hash Table, String, Sorting",True,True,https://leetcode.com/problems/valid-anagram
243,243,Shortest Word Distance,shortest-word-distance,Easy,65.83,True,"Array, String",True,False,https://leetcode.com/problems/shortest-word-distance
244,244,Shortest Word Distance II,shortest-word-distance-ii,Medium,61.94,True,"Array, Hash Table, Two Pointers, String, Design",True,True,https://leetcode.com/problems/shortest-word-distance-ii
245,245,Shortest Word Distance III,shortest-word-distance-iii,Medium,58.91,True,"Array, String",True,False,https://leetcode.com/problems/shortest-word-distance-iii
246,246,Strobogrammatic Number,strobogrammatic-number,Easy,47.6,True,"Hash Table, Two Pointers, String",True,True,https://leetcode.com/problems/strobogrammatic-number
247,247,Strobogrammatic Number II,strobogrammatic-number-ii,Medium,52.97,True,"Array, String, Recursion",True,False,https://leetcode.com/problems/strobogrammatic-number-ii
248,248,Strobogrammatic Number III,strobogrammatic-number-iii,Hard,42.37,True,"Array, String, Recursion",False,False,https://leetcode.com/problems/strobogrammatic-number-iii
249,249,Group Shifted Strings,group-shifted-strings,Medium,67.05,True,"Array, Hash Table, String",True,True,https://leetcode.com/problems/group-shifted-strings
250,250,Count Univalue Subtrees,count-univalue-subtrees,Medium,57.03,True,"Tree, Depth-First Search, Binary Tree",True,False,https://leetcode.com/problems/count-univalue-subtrees
251,251,Flatten 2D Vector,flatten-2d-vector,Medium,50.04,True,"Array, Two Pointers, Design, Iterator",True,False,https://leetcode.com/problems/flatten-2d-vector
252,252,Meeting Rooms,meeting-rooms,Easy,58.81,True,"Array, Sorting",True,True,https://leetcode.com/problems/meeting-rooms
253,253,Meeting Rooms II,meeting-rooms-ii,Medium,51.97,True,"Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue), Prefix Sum",True,True,https://leetcode.com/problems/meeting-rooms-ii
254,254,Factor Combinations,factor-combinations,Medium,50.16,True,Backtracking,True,False,https://leetcode.com/problems/factor-combinations
255,255,Verify Preorder Sequence in Binary Search Tree,verify-preorder-sequence-in-binary-search-tree,Medium,50.71,True,"Array, Stack, Tree, Binary Search Tree, Recursion, Monotonic Stack, Binary Tree",True,False,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree
256,256,Paint House,paint-house,Medium,63.51,True,"Array, Dynamic Programming",True,False,https://leetcode.com/problems/paint-house
257,257,Binary Tree Paths,binary-tree-paths,Easy,65.94,False,"String, Backtracking, Tree, Depth-First Search, Binary Tree",True,False,https://leetcode.com/problems/binary-tree-paths
258,258,Add Digits,add-digits,Easy,67.67,False,"Math, Simulation, Number Theory",True,False,https://leetcode.com/problems/add-digits
259,259,3Sum Smaller,3sum-smaller,Medium,50.94,True,"Array, Two Pointers, Binary Search, Sorting",True,False,https://leetcode.com/problems/3sum-smaller
260,260,Single Number III,single-number-iii,Medium,70.69,False,"Array, Bit Manipulation",True,False,https://leetcode.com/problems/single-number-iii
261,261,Graph Valid Tree,graph-valid-tree,Medium,49.13,True,"Depth-First Search, Breadth-First Search, Union Find, Graph",True,False,https://leetcode.com/problems/graph-valid-tree
262,262,Trips and Users,trips-and-users,Hard,37.03,False,Database,True,False,https://leetcode.com/problems/trips-and-users
263,263,Ugly Number,ugly-number,Easy,42.22,False,Math,True,False,https://leetcode.com/problems/ugly-number
264,264,Ugly Number II,ugly-number-ii,Medium,49.17,False,"Hash Table, Math, Dynamic Programming, Heap (Priority Queue)",True,False,https://leetcode.com/problems/ugly-number-ii
265,265,Paint House II,paint-house-ii,Hard,56.12,True,"Array, Dynamic Programming",True,False,https://leetcode.com/problems/paint-house-ii
266,266,Palindrome Permutation,palindrome-permutation,Easy,68.41,True,"Hash Table, String, Bit Manipulation",True,False,https://leetcode.com/problems/palindrome-permutation
267,267,Palindrome Permutation II,palindrome-permutation-ii,Medium,42.05,True,"Hash Table, String, Backtracking",True,False,https://leetcode.com/problems/palindrome-permutation-ii
268,268,Missing Number,missing-number,Easy,69.5,False,"Array, Hash Table, Math, Binary Search, Bit Manipulation, Sorting",True,True,https://leetcode.com/problems/missing-number
269,269,Alien Dictionary,alien-dictionary,Hard,36.49,True,"Array, String, Depth-First Search, Breadth-First Search, Graph, Topological Sort",True,False,https://leetcode.com/problems/alien-dictionary
270,270,Closest Binary Search Tree Value,closest-binary-search-tree-value,Easy,50.07,True,"Binary Search, Tree, Depth-First Search, Binary Search Tree, Binary Tree",True,False,https://leetcode.com/problems/closest-binary-search-tree-value
271,271,Encode and Decode Strings,encode-and-decode-strings,Medium,49.11,True,"Array, String, Design",True,False,https://leetcode.com/problems/encode-and-decode-strings
272,272,Closest Binary Search Tree Value II,closest-binary-search-tree-value-ii,Hard,60.03,True,"Two Pointers, Stack, Tree, Depth-First Search, Binary Search Tree, Heap (Priority Queue), Binary Tree",True,False,https://leetcode.com/problems/closest-binary-search-tree-value-ii
273,273,Integer to English Words,integer-to-english-words,Hard,34.26,False,"Math, String, Recursion",True,False,https://leetcode.com/problems/integer-to-english-words
274,274,H-Index,h-index,Medium,39.99,False,"Array, Sorting, Counting Sort",True,False,https://leetcode.com/problems/h-index
275,275,H-Index II,h-index-ii,Medium,38.7,False,"Array, Binary Search",True,False,https://leetcode.com/problems/h-index-ii
276,276,Paint Fence,paint-fence,Medium,47.54,True,Dynamic Programming,True,False,https://leetcode.com/problems/paint-fence
277,277,Find the Celebrity,find-the-celebrity,Medium,48.26,True,"Two Pointers, Graph, Interactive",True,True,https://leetcode.com/problems/find-the-celebrity
278,278,First Bad Version,first-bad-version,Easy,45.64,False,"Binary Search, Interactive",True,True,https://leetcode.com/problems/first-bad-version
279,279,Perfect Squares,perfect-squares,Medium,55.48,False,"Math, Dynamic Programming, Breadth-First Search",True,False,https://leetcode.com/problems/perfect-squares
280,280,Wiggle Sort,wiggle-sort,Medium,68.13,True,"Array, Greedy, Sorting",True,True,https://leetcode.com/problems/wiggle-sort
281,281,Zigzag Iterator,zigzag-iterator,Medium,65.33,True,"Array, Design, Queue, Iterator",True,False,https://leetcode.com/problems/zigzag-iterator
282,282,Expression Add Operators,expression-add-operators,Hard,41.22,False,"Math, String, Backtracking",True,False,https://leetcode.com/problems/expression-add-operators
283,283,Move Zeroes,move-zeroes,Easy,62.6,False,"Array, Two Pointers",True,True,https://leetcode.com/problems/move-zeroes
284,284,Peeking Iterator,peeking-iterator,Medium,60.46,False,"Array, Design, Iterator",True,False,https://leetcode.com/problems/peeking-iterator
285,285,Inorder Successor in BST,inorder-successor-in-bst,Medium,50.52,True,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",True,False,https://leetcode.com/problems/inorder-successor-in-bst
286,286,Walls and Gates,walls-and-gates,Medium,62.65,True,"Array, Breadth-First Search, Matrix",True,False,https://leetcode.com/problems/walls-and-gates
287,287,Find the Duplicate Number,find-the-duplicate-number,Medium,62.44,False,"Array, Two Pointers, Binary Search, Bit Manipulation",True,False,https://leetcode.com/problems/find-the-duplicate-number
288,288,Unique Word Abbreviation,unique-word-abbreviation,Medium,26.92,True,"Array, Hash Table, String, Design",True,False,https://leetcode.com/problems/unique-word-abbreviation
289,289,Game of Life,game-of-life,Medium,71.05,False,"Array, Matrix, Simulation",True,True,https://leetcode.com/problems/game-of-life
290,290,Word Pattern,word-pattern,Easy,42.86,False,"Hash Table, String",True,False,https://leetcode.com/problems/word-pattern
291,291,Word Pattern II,word-pattern-ii,Medium,48.56,True,"Hash Table, String, Backtracking",True,False,https://leetcode.com/problems/word-pattern-ii
292,292,Nim Game,nim-game,Easy,57.88,False,"Math, Brainteaser, Game Theory",True,False,https://leetcode.com/problems/nim-game
293,293,Flip Game,flip-game,Easy,64.86,True,String,True,False,https://leetcode.com/problems/flip-game
294,294,Flip Game II,flip-game-ii,Medium,52.21,True,"Math, Dynamic Programming, Backtracking, Memoization, Game Theory",False,False,https://leetcode.com/problems/flip-game-ii
295,295,Find Median from Data Stream,find-median-from-data-stream,Hard,53.06,False,"Two Pointers, Design, Sorting, Heap (Priority Queue), Data Stream",True,False,https://leetcode.com/problems/find-median-from-data-stream
296,296,Best Meeting Point,best-meeting-point,Hard,61.21,True,"Array, Math, Sorting, Matrix",True,False,https://leetcode.com/problems/best-meeting-point
297,297,Serialize and Deserialize Binary Tree,serialize-and-deserialize-binary-tree,Hard,58.47,False,"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree",True,False,https://leetcode.com/problems/serialize-and-deserialize-binary-tree
298,298,Binary Tree Longest Consecutive Sequence,binary-tree-longest-consecutive-sequence,Medium,54.02,True,"Tree, Depth-First Search, Binary Tree",True,False,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence
299,299,Bulls and Cows,bulls-and-cows,Medium,51.14,False,"Hash Table, String, Counting",True,False,https://leetcode.com/problems/bulls-and-cows
300,300,Longest Increasing Subsequence,longest-increasing-subsequence,Medium,57.29,False,"Array, Binary Search, Dynamic Programming",True,False,https://leetcode.com/problems/longest-increasing-subsequence
301,301,Remove Invalid Parentheses,remove-invalid-parentheses,Hard,48.97,False,"String, Backtracking, Breadth-First Search",True,False,https://leetcode.com/problems/remove-invalid-parentheses
302,302,Smallest Rectangle Enclosing Black Pixels,smallest-rectangle-enclosing-black-pixels,Hard,59.46,True,"Array, Binary Search, Depth-First Search, Breadth-First Search, Matrix",True,False,https://leetcode.com/problems/smallest-rectangle-enclosing-black-pixels
303,303,Range Sum Query - Immutable,range-sum-query-immutable,Easy,67.54,False,"Array, Design, Prefix Sum",True,True,https://leetcode.com/problems/range-sum-query-immutable
304,304,Range Sum Query 2D - Immutable,range-sum-query-2d-immutable,Medium,56.14,False,"Array, Design, Matrix, Prefix Sum",True,True,https://leetcode.com/problems/range-sum-query-2d-immutable
305,305,Number of Islands II,number-of-islands-ii,Hard,40.01,True,"Array, Hash Table, Union Find",True,False,https://leetcode.com/problems/number-of-islands-ii
306,306,Additive Number,additive-number,Medium,32.33,False,"String, Backtracking",False,False,https://leetcode.com/problems/additive-number
307,307,Range Sum Query - Mutable,range-sum-query-mutable,Medium,41.61,False,"Array, Design, Binary Indexed Tree, Segment Tree",True,False,https://leetcode.com/problems/range-sum-query-mutable
308,308,Range Sum Query 2D - Mutable,range-sum-query-2d-mutable,Medium,44.73,True,"Array, Design, Binary Indexed Tree, Segment Tree, Matrix",True,True,https://leetcode.com/problems/range-sum-query-2d-mutable
309,309,Best Time to Buy and Sell Stock with Cooldown,best-time-to-buy-and-sell-stock-with-cooldown,Medium,59.91,False,"Array, Dynamic Programming",True,False,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown
310,310,Minimum Height Trees,minimum-height-trees,Medium,41.95,False,"Depth-First Search, Breadth-First Search, Graph, Topological Sort",True,False,https://leetcode.com/problems/minimum-height-trees
311,311,Sparse Matrix Multiplication,sparse-matrix-multiplication,Medium,68.61,True,"Array, Hash Table, Matrix",True,False,https://leetcode.com/problems/sparse-matrix-multiplication
312,312,Burst Balloons,burst-balloons,Hard,60.75,False,"Array, Dynamic Programming",True,False,https://leetcode.com/problems/burst-balloons
313,313,Super Ugly Number,super-ugly-number,Medium,45.4,False,"Array, Math, Dynamic Programming",False,False,https://leetcode.com/problems/super-ugly-number
314,314,Binary Tree Vertical Order Traversal,binary-tree-vertical-order-traversal,Medium,56.73,True,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Sorting, Binary Tree",True,False,https://leetcode.com/problems/binary-tree-vertical-order-traversal
315,315,Count of Smaller Numbers After Self,count-of-smaller-numbers-after-self,Hard,42.72,False,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",True,False,https://leetcode.com/problems/count-of-smaller-numbers-after-self
316,316,Remove Duplicate Letters,remove-duplicate-letters,Medium,50.91,False,"String, Stack, Greedy, Monotonic Stack",True,False,https://leetcode.com/problems/remove-duplicate-letters
317,317,Shortest Distance from All Buildings,shortest-distance-from-all-buildings,Hard,43.92,True,"Array, Breadth-First Search, Matrix",True,False,https://leetcode.com/problems/shortest-distance-from-all-buildings
318,318,Maximum Product of Word Lengths,maximum-product-of-word-lengths,Medium,60.42,False,"Array, String, Bit Manipulation",True,False,https://leetcode.com/problems/maximum-product-of-word-lengths
319,319,Bulb Switcher,bulb-switcher,Medium,53.79,False,"Math, Brainteaser",True,False,https://leetcode.com/problems/bulb-switcher
320,320,Generalized Abbreviation,generalized-abbreviation,Medium,59.95,True,"String, Backtracking, Bit Manipulation",True,False,https://leetcode.com/problems/generalized-abbreviation
321,321,Create Maximum Number,create-maximum-number,Hard,31.93,False,"Array, Two Pointers, Stack, Greedy, Monotonic Stack",False,False,https://leetcode.com/problems/create-maximum-number
322,322,Coin Change,coin-change,Medium,45.95,False,"Array, Dynamic Programming, Breadth-First Search",True,True,https://leetcode.com/problems/coin-change
323,323,Number of Connected Components in an Undirected Graph,number-of-connected-components-in-an-undirected-graph,Medium,63.85,True,"Depth-First Search, Breadth-First Search, Union Find, Graph",True,True,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph
324,324,Wiggle Sort II,wiggle-sort-ii,Medium,35.39,False,"Array, Divide and Conquer, Greedy, Sorting, Quickselect",False,False,https://leetcode.com/problems/wiggle-sort-ii
325,325,Maximum Size Subarray Sum Equals k,maximum-size-subarray-sum-equals-k,Medium,50.26,True,"Array, Hash Table, Prefix Sum",True,False,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k
326,326,Power of Three,power-of-three,Easy,47.72,False,"Math, Recursion",True,False,https://leetcode.com/problems/power-of-three
327,327,Count of Range Sum,count-of-range-sum,Hard,36.68,False,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",False,False,https://leetcode.com/problems/count-of-range-sum
328,328,Odd Even Linked List,odd-even-linked-list,Medium,61.86,False,Linked List,True,False,https://leetcode.com/problems/odd-even-linked-list
329,329,Longest Increasing Path in a Matrix,longest-increasing-path-in-a-matrix,Hard,54.99,False,"Array, Dynamic Programming, Depth-First Search, Breadth-First Search, Graph, Topological Sort, Memoization, Matrix",True,False,https://leetcode.com/problems/longest-increasing-path-in-a-matrix
330,330,Patching Array,patching-array,Hard,53.37,False,"Array, Greedy",True,False,https://leetcode.com/problems/patching-array
331,331,Verify Preorder Serialization of a Binary Tree,verify-preorder-serialization-of-a-binary-tree,Medium,45.94,False,"String, Stack, Tree, Binary Tree",True,False,https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree
332,332,Reconstruct Itinerary,reconstruct-itinerary,Hard,43.45,False,"Depth-First Search, Graph, Eulerian Circuit",False,False,https://leetcode.com/problems/reconstruct-itinerary
333,333,Largest BST Subtree,largest-bst-subtree,Medium,45.18,True,"Dynamic Programming, Tree, Depth-First Search, Binary Search Tree, Binary Tree",True,False,https://leetcode.com/problems/largest-bst-subtree
334,334,Increasing Triplet Subsequence,increasing-triplet-subsequence,Medium,39.15,False,"Array, Greedy",True,False,https://leetcode.com/problems/increasing-triplet-subsequence
335,335,Self Crossing,self-crossing,Hard,31.73,False,"Array, Math, Geometry",False,False,https://leetcode.com/problems/self-crossing
336,336,Palindrome Pairs,palindrome-pairs,Hard,36.06,False,"Array, Hash Table, String, Trie",True,False,https://leetcode.com/problems/palindrome-pairs
337,337,House Robber III,house-robber-iii,Medium,54.75,False,"Dynamic Programming, Tree, Depth-First Search, Binary Tree",True,False,https://leetcode.com/problems/house-robber-iii
338,338,Counting Bits,counting-bits,Easy,79.45,False,"Dynamic Programming, Bit Manipulation",True,False,https://leetcode.com/problems/counting-bits
339,339,Nested List Weight Sum,nested-list-weight-sum,Medium,85.28,True,"Depth-First Search, Breadth-First Search",True,True,https://leetcode.com/problems/nested-list-weight-sum
340,340,Longest Substring with At Most K Distinct Characters,longest-substring-with-at-most-k-distinct-characters,Medium,49.37,True,"Hash Table, String, Sliding Window",True,True,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters
341,341,Flatten Nested List Iterator,flatten-nested-list-iterator,Medium,65.21,False,"Stack, Tree, Depth-First Search, Design, Queue, Iterator",True,False,https://leetcode.com/problems/flatten-nested-list-iterator
342,342,Power of Four,power-of-four,Easy,49.15,False,"Math, Bit Manipulation, Recursion",True,False,https://leetcode.com/problems/power-of-four
343,343,Integer Break,integer-break,Medium,60.96,False,"Math, Dynamic Programming",True,False,https://leetcode.com/problems/integer-break
344,344,Reverse String,reverse-string,Easy,79.54,False,"Two Pointers, String",True,True,https://leetcode.com/problems/reverse-string
345,345,Reverse Vowels of a String,reverse-vowels-of-a-string,Easy,57.26,False,"Two Pointers, String",True,True,https://leetcode.com/problems/reverse-vowels-of-a-string
346,346,Moving Average from Data Stream,moving-average-from-data-stream,Easy,79.7,True,"Array, Design, Queue, Data Stream",True,True,https://leetcode.com/problems/moving-average-from-data-stream
347,347,Top K Frequent Elements,top-k-frequent-elements,Medium,64.18,False,"Array, Hash Table, Divide and Conquer, Sorting, Heap (Priority Queue), Bucket Sort, Counting, Quickselect",True,True,https://leetcode.com/problems/top-k-frequent-elements
348,348,Design Tic-Tac-Toe,design-tic-tac-toe,Medium,58.47,True,"Array, Hash Table, Design, Matrix, Simulation",True,False,https://leetcode.com/problems/design-tic-tac-toe
349,349,Intersection of Two Arrays,intersection-of-two-arrays,Easy,76.1,False,"Array, Hash Table, Two Pointers, Binary Search, Sorting",True,False,https://leetcode.com/problems/intersection-of-two-arrays
350,350,Intersection of Two Arrays II,intersection-of-two-arrays-ii,Easy,58.92,False,"Array, Hash Table, Two Pointers, Binary Search, Sorting",True,False,https://leetcode.com/problems/intersection-of-two-arrays-ii
351,351,Android Unlock Patterns,android-unlock-patterns,Medium,53.23,True,"Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",True,False,https://leetcode.com/problems/android-unlock-patterns
352,352,Data Stream as Disjoint Intervals,data-stream-as-disjoint-intervals,Hard,60.34,False,"Binary Search, Design, Ordered Set",True,False,https://leetcode.com/problems/data-stream-as-disjoint-intervals
353,353,Design Snake Game,design-snake-game,Medium,39.04,True,"Array, Hash Table, Design, Queue, Simulation",True,False,https://leetcode.com/problems/design-snake-game
354,354,Russian Doll Envelopes,russian-doll-envelopes,Hard,37.19,False,"Array, Binary Search, Dynamic Programming, Sorting",True,False,https://leetcode.com/problems/russian-doll-envelopes
355,355,Design Twitter,design-twitter,Medium,41.7,False,"Hash Table, Linked List, Design, Heap (Priority Queue)",False,False,https://leetcode.com/problems/design-twitter
